age	male	risk_cons	risk_cons_uci	risk_cons_lci	risk_respiratory	risk_respiratory_uci	risk_respiratory_lci	risk_cf	risk_cf_uci	risk_cf_lci	risk_asthmacat_2	risk_asthmacat_2_uci	risk_asthmacat_2_lci	risk_asthmacat_3	risk_asthmacat_3_uci	risk_asthmacat_3_lci	risk_cardiac	risk_cardiac_uci	risk_cardiac_lci	risk_diabcat_2	risk_diabcat_2_uci	risk_diabcat_2_lci	risk_diabcat_3	risk_diabcat_3_uci	risk_diabcat_3_lci	risk_diabcat_4	risk_diabcat_4_uci	risk_diabcat_4_lci	risk_hypertension	risk_hypertension_uci	risk_hypertension_lci	risk_af	risk_af_uci	risk_af_lci	risk_dvt_pe	risk_dvt_pe_uci	risk_dvt_pe_lci	risk_pad	risk_pad_uci	risk_pad_lci	risk_cancerExhaem_2	risk_cancerExhaem_2_uci	risk_cancerExhaem_2_lci	risk_cancerExhaem_3	risk_cancerExhaem_3_uci	risk_cancerExhaem_3_lci	risk_cancerExhaem_4	risk_cancerExhaem_4_uci	risk_cancerExhaem_4_lci	risk_cancerHaem_2	risk_cancerHaem_2_uci	risk_cancerHaem_2_lci	risk_cancerHaem_3	risk_cancerHaem_3_uci	risk_cancerHaem_3_lci	risk_cancerHaem_4	risk_cancerHaem_4_uci	risk_cancerHaem_4_lci	risk_liver	risk_liver_uci	risk_liver_lci	risk_stroke	risk_stroke_uci	risk_stroke_lci	risk_dementia	risk_dementia_uci	risk_dementia_lci	risk_tia	risk_tia_uci	risk_tia_lci	risk_neuro	risk_neuro_uci	risk_neuro_lci	risk_kidneyfn_2	risk_kidneyfn_2_uci	risk_kidneyfn_2_lci	risk_kidneyfn_3	risk_kidneyfn_3_uci	risk_kidneyfn_3_lci	risk_transplant	risk_transplant_uci	risk_transplant_lci	risk_dialysis	risk_dialysis_uci	risk_dialysis_lci	risk_spleen	risk_spleen_uci	risk_spleen_lci	risk_autoimmune	risk_autoimmune_uci	risk_autoimmune_lci	risk_ibd	risk_ibd_uci	risk_ibd_lci	risk_immunosuppression	risk_immunosuppression_uci	risk_immunosuppression_lci	risk_smi	risk_smi_uci	risk_smi_lci	risk_ldr	risk_ldr_uci	risk_ldr_lci	risk_ds	risk_ds_uci	risk_ds_lci	p50	p70	p80	p90
18	0	.9984869	1	.6215678	.9999923	1	.8189917	.9987708	1	.3528342	.9998946	1	.7453139	1	1	.9562082	.9999997	1	.8906983	.999886	1	.7366232	.9999999	1	.9156898	.999438	1	.6589165	.9997744	1	.7118647	.9986091	1	.6054345	.999996	1	.8386291	1	1	.9350622	1	1	.9985113	1	1	.9153633	.9995566	1	.6568495	1	1	.995174	1	1	.9337983	.9999963	1	.7864974	1	1	.9753174	.999984	1	.7830486	.9999778	1	.6391712	.9403781	1	.2620358	.9999999	1	.9107538	.9999512	1	.735054	.9999991	1	.7734833	.9736145	1	.2907234	.9991353	1	.4570321	1	1	.9281431	.9998602	1	.7314557	.9999949	1	.8296306	.9990653	1	.5341126	.9993525	1	.6528617	.999479	1	.6590231	.9941524	1	.3760751	.9994856	.9999919	.9999999	1
19	0	.9985304	1	.6235411	.9999927	1	.8206362	.9988073	1	.3542708	.9998989	1	.7471765	1	1	.9569386	.9999998	1	.8919845	.9998906	1	.7385093	.9999999	1	.9168018	.9994566	1	.6608877	.9997827	1	.7137842	.9986495	1	.6074011	.9999962	1	.8402158	1	1	.9359995	1	1	.9985626	1	1	.9164828	.9995717	1	.6588143	1	1	.9953066	1	1	.9347358	.9999965	1	.788245	1	1	.9758064	.9999847	1	.7848082	.9999789	1	.6410633	.9411285	1	.2632088	.9999999	1	.9119086	.9999533	1	.7369239	.9999992	1	.7752562	.9740418	1	.2919912	.9991623	1	.4587221	1	1	.9291431	.9998657	1	.7333578	.9999951	1	.8312492	.9990942	1	.5359759	.9993735	1	.6548349	.9994964	1	.6609696	.9942859	1	.3776067	.9994856	.9999919	.9999999	1
20	0	.9985729	1	.6254708	.9999931	1	.8222384	.9988428	1	.3556879	.9999029	1	.7489942	1	1	.9576448	.9999998	1	.8932341	.999895	1	.7403508	.9999999	1	.9178808	.9994747	1	.6628155	.9997908	1	.715659	.9986891	1	.6093261	.9999964	1	.8417611	1	1	.9369091	1	1	.9986115	1	1	.9175697	.9995863	1	.6607363	1	1	.9954338	1	1	.9356469	.9999967	1	.7899522	1	1	.9762779	.9999855	1	.786525	.9999799	1	.6429198	.9418728	1	.2643632	.9999999	1	.9130297	.9999554	1	.7387512	.9999992	1	.7769906	.9744641	1	.2932398	.9991885	1	.4603847	1	1	.9301137	.999871	1	.7352149	.9999954	1	.832826	.9991223	1	.5378051	.9993939	1	.6567646	.9995133	1	.6628727	.994417	1	.3791144	.9994856	.9999919	.9999999	1
21	0	.9986143	1	.6273568	.9999934	1	.8237988	.9988775	1	.3570856	.9999069	1	.750767	1	1	.9583275	.9999998	1	.8944477	.9998992	1	.7421477	.9999999	1	.9189273	.9994922	1	.6646996	.9997987	1	.7174889	.9987276	1	.6112092	.9999966	1	.8432652	1	1	.9377915	1	1	.9986579	1	1	.9186244	.9996006	1	.6626157	1	1	.9955559	1	1	.936532	.9999969	1	.7916189	1	1	.9767324	.9999862	1	.7881994	.9999809	1	.6447407	.942611	1	.2654986	.9999999	1	.9141178	.9999573	1	.7405358	.9999993	1	.7786868	.9748814	1	.2944689	.9992141	1	.4620195	1	1	.9310553	.999876	1	.7370273	.9999956	1	.8343613	.9991496	1	.5395998	.9994138	1	.6586508	.9995297	1	.6647325	.9945455	1	.3805981	.9994856	.9999919	.9999999	1
22	0	.9986546	1	.6291991	.9999938	1	.8253175	.9989112	1	.3584635	.9999107	1	.7524952	1	1	.9589871	.9999998	1	.8956259	.9999033	1	.7439001	.9999999	1	.9199418	.9995092	1	.66654	.9998062	1	.719274	.9987651	1	.6130502	.9999968	1	.8447286	1	1	.9386471	1	1	.998702	1	1	.9196474	.9996144	1	.6644521	1	1	.9956731	1	1	.9373915	.9999971	1	.7932457	1	1	.9771705	.9999868	1	.7898316	.9999818	1	.6465259	.9433431	1	.2666149	.9999999	1	.9151732	.9999592	1	.7422779	.9999993	1	.7803451	.9752936	1	.2956784	.9992389	1	.4636265	1	1	.9319685	.9998809	1	.7387949	.9999959	1	.8358555	.9991761	1	.54136	.999433	1	.6604934	.9995456	1	.6665488	.9946718	1	.3820575	.9994856	.9999919	.9999999	1
23	0	.9986938	1	.6309897	.9999941	1	.8267884	.9989439	1	.3598153	.9999143	1	.7541714	1	1	.9596214	.9999998	1	.8967639	.9999072	1	.7456007	.9999999	1	.9209206	.9995257	1	.6683289	.9998134	1	.7210068	.9988015	1	.6148412	.999997	1	.8461455	1	1	.9394729	1	1	.9987437	1	1	.9206349	.9996277	1	.666238	1	1	.995785	1	1	.9382222	.9999973	1	.7948256	1	1	.9775906	.9999875	1	.7914147	.9999826	1	.6482674	.9440656	1	.2677068	.9999999	1	.9161921	.999961	1	.74397	.9999993	1	.7819582	.9756991	1	.2968625	.9992629	1	.4651982	1	1	.9328498	.9998856	1	.7405105	.9999961	1	.8373025	.9992019	1	.5430776	.9994517	1	.6622844	.999561	1	.6683138	.994795	1	.3834859	.9994856	.9999919	.9999999	1
24	0	.998731	1	.6326892	.9999944	1	.82818	.9989749	1	.3611102	.9999177	1	.755759	1	1	.9602174	.9999998	1	.8978376	.9999109	1	.7472128	.9999999	1	.9218432	.9995412	1	.6700274	.9998203	1	.7226498	.998836	1	.6165429	.9999971	1	.8474855	1	1	.9402515	1	1	.9987823	1	1	.9215663	.9996402	1	.6679342	1	1	.9958895	1	1	.9390064	.9999974	1	.7963243	1	1	.9779844	.9999881	1	.7929145	.9999834	1	.6499268	.9447618	1	.2687498	.9999999	1	.9171529	.9999627	1	.7455755	.9999994	1	.7834912	.9760882	1	.2979946	.9992856	1	.4666991	1	1	.9336808	.9998901	1	.7421367	.9999963	1	.8386714	.9992263	1	.5447145	.9994693	1	.6639849	.9995754	1	.6699884	.9949125	1	.3848511	.9994856	.9999919	.9999999	1
25	0	.9987651	1	.6342523	.9999947	1	.8294558	.9990033	1	.3623117	.9999208	1	.7572163	1	1	.9607604	.9999998	1	.8988196	.9999142	1	.7486943	.9999999	1	.9226862	.9995553	1	.6715903	.9998265	1	.7241597	.9988678	1	.6181098	.9999973	1	.8487144	1	1	.9409632	1	1	.9988169	1	1	.9224184	.9996517	1	.6694961	1	1	.9959841	1	1	.9397243	.9999975	1	.7977023	1	1	.9783425	.9999886	1	.7942913	.9999841	1	.6514591	.9454119	1	.2697151	.9999999	1	.9180315	.9999642	1	.7470517	.9999994	1	.7849033	.9764504	1	.299043	.9993065	1	.4680871	1	1	.9344404	.9998941	1	.743631	.9999965	1	.8399268	.9992486	1	.5462255	.9994854	1	.6655496	.9995887	1	.6715276	.9950212	1	.3861155	.9994856	.9999919	.9999999	1
26	0	.9987953	1	.6356353	.9999949	1	.8305816	.9990285	1	.3633842	.9999236	1	.7585031	1	1	.9612368	.9999998	1	.8996838	.9999171	1	.7500049	1	1	.9234281	.9995679	1	.6729748	.999832	1	.7254956	.9988958	1	.6194981	.9999974	1	.8497994	1	1	.9415898	1	1	.9988469	1	1	.9231691	.9996619	1	.6708806	1	1	.9960667	1	1	.9403571	.9999976	1	.7989221	1	1	.9786564	.9999891	1	.7955079	.9999848	1	.6528208	.9459968	1	.2705743	.9999999	1	.9188051	.9999655	1	.7483579	.9999995	1	.7861556	.9767752	1	.2999771	.9993249	1	.4693218	1	1	.9351089	.9998976	1	.7449527	.9999967	1	.8410352	.9992684	1	.5475678	.9994996	1	.6669356	.9996004	1	.672888	.995118	1	.3872423	.9994856	.9999919	.9999999	1
27	0	.9988209	1	.6367964	.9999951	1	.8315247	.9990498	1	.3642929	.9999259	1	.7595812	1	1	.9616341	.9999998	1	.900406	.9999196	1	.7511062	1	1	.9240483	.9995785	1	.6741394	.9998366	1	.7266179	.9989196	1	.6206659	.9999975	1	.8507097	1	1	.942114	1	1	.9988717	1	1	.923798	.9996704	1	.6720462	1	1	.9961354	1	1	.9408871	.9999977	1	.7999475	1	1	.978918	.9999895	1	.7965282	.9999853	1	.6539699	.946498	1	.2713001	1	1	.9194523	.9999667	1	.7494553	.9999995	1	.7872107	.9770527	1	.3007666	.9993405	1	.4703633	1	1	.935668	.9999006	1	.7460626	.9999968	1	.8419645	.999285	1	.548699	.9995116	1	.6681011	.9996103	1	.6740283	.9952003	1	.3881955	.9994856	.9999919	.9999999	1
