agegroup	male	ethnicity	var	pc_all1	pc_all2	pc_all3	pc_all4	pc_all5	pc_all6	pc_all7	pc_all8	pc_all9	pc_all10	pc_demog_all1	pc_demog_all2	pc_demog_all3	pc_demog_all4	pc_demog_all5	pc_demog_all6	pc_demog_all7	pc_demog_all8	pc_demog_all9	pc_demog_all10	pc_demog_small1	pc_demog_small2	pc_demog_small3	pc_demog_small4	pc_demog_small5	pc_demog_small6	pc_demog_small7	pc_demog_small8	pc_demog_small9	pc_demog_small10
4	0	1	"N"	.03945	.0119	.1236	.1029	.04355	.13675	.17155	.1103	.04005	.21995	.0438	.0134	.2419	.15585	.0605	.05755	.31175	.02025	.02585	.06915	.11	.00745	.51705	.0577	.0619	.0232	.0623	.0962	.058	.0062
4	0	1	"asthmacat_2"	0	.1008403	.1407767	.1506317	.2537313	.1338208	.1113378	.0961015	.1348315	.119118	.0011416	0	0	.1392365	.7396694	.1129453	.1127506	.0938272	.1199226	.1677513	0	0	0	.2235702	0	.1293103	.2030498	1	0	0
4	0	1	"asthmacat_3"	0	.0672269	.0432848	.0432459	.0516648	.0340037	.0265229	.0172257	.0374532	.0272789	.0171233	.0485075	0	.0407443	.0380165	.0347524	.0330393	.0197531	.1992263	.0513377	.1345455	.0268456	0	.1317158	.0500808	.0193966	.0521669	0	.0293103	.0564516
4	0	1	"cancer_exhaem_cat_2"	0	.0504202	.0076861	.0150632	.0057405	.0113346	.0072865	.0072529	.0074906	.0068197	.0034247	.1604478	0	.0115496	.0115702	.0121633	.0085004	0	.0058027	.0065076	0	.8657718	0	.0060659	.0137318	0	.0072231	.0067568	0	0
4	0	1	"cancer_exhaem_cat_3"	0	.0084034	.0218447	.026725	.021814	.0230347	.0262314	.0222121	.0461923	.0227324	0	0	0	.0141161	.0024793	.0130321	0	.9185185	.0019342	.0245842	0	0	0	.0025997	.0008078	1	.0008026	0	0	0
4	0	1	"cancer_exhaem_cat_4"	0	.3655462	.0659385	.0553936	.0447761	.0617916	.0682017	.0611967	.071161	.0709252	.4920091	0	0	.0615977	.0487603	.068636	.0663994	0	.0580271	.0759219	0	0	0	.017331	0	0	.0136437	.0587318	1	0
4	0	1	"cancer_haem_cat_2"	0	0	.0016181	.0024295	0	.0007313	.0014573	0	0	.0002273	.0022831	0	0	.0009625	.0008264	0	.0006415	.0123457	.0019342	.0007231	.005	0	0	.0008666	0	.0021552	.0008026	.0010395	.0008621	0
4	0	1	"cancer_haem_cat_3"	0	0	.0012136	.0009718	.0034443	.0014625	.0023317	.0022665	.0062422	.0020459	0	0	0	.0022457	.0024793	.0026064	.0025662	.0246914	0	0	.0018182	0	0	.0008666	.0024233	.0086207	0	.0025988	0	.1774193
4	0	1	"cancer_haem_cat_4"	0	.0042017	.0028317	.0111759	0	.0054845	.0058292	.0054397	.0037453	.0036372	.0045662	.0037313	0	.0057748	.0057851	.0052129	.0052927	.0518519	.0019342	.0043384	.0236364	0	0	.007799	.0048465	.0086207	.0040128	.0046778	.0094828	.0080645
4	0	1	"chronic_cardiac_disease"	0	.0840336	.0930421	.0845481	.0826636	.0639854	.058292	.049864	.0724095	.0472835	.1826484	.0783582	0	.0731473	.0661157	.0625543	.0713713	.0345679	.0444874	.1475054	.2559091	.0268456	0	.1473137	.0751212	.0387931	.1396469	.0680873	.0741379	.0645161
4	0	1	"chronic_liver_disease"	0	.0084034	.0121359	.0072886	.0206659	.0102377	.0099096	.0072529	.0049938	.0061378	.0376712	.0074627	0	.0073789	.0099174	.0165074	.0086608	.0098765	.0174081	.0130152	0	.0067114	0	.017331	.0185784	.0107759	.0144462	.008316	.0068966	.6693549
4	0	1	"chronic_respiratory_disease"	0	0	.1585761	.0952381	.2962112	.0921389	.0527543	.013146	.0661673	.0479654	.0410959	.0149254	0	.0779596	.4380165	.0973067	.0667201	.0592593	.0599613	.1272596	0	.0604027	0	1	.1074313	.0668103	.1396469	0	.0612069	0
4	0	1	"diabcat_2"	0	.0882353	.1027508	.1175899	.0711825	.0698355	.0600408	.0661831	.0986267	.0650148	0	0	0	0	.0140496	.0191138	0	.0098765	.1179884	1	0	0	0	0	.0904685	.0818966	1	0	.0784483	0
4	0	1	"diabcat_3"	0	.012605	.0546116	.0728863	.0241102	.0296161	.0276887	.0326383	.0474407	.0247784	.0022831	.2462687	0	.0692974	.0256198	.0425717	.0500401	.0271605	.032882	0	.1859091	.0536913	0	.0771231	.0452342	.0323276	0	.0441788	.0275862	.0806452
4	0	1	"diabcat_4"	0	.0042017	.0173948	.02138	.0195178	.0102377	.0096182	.0081596	.0287141	.0125028	.0057078	.0074627	0	.0356112	.0214876	.0060817	.0157177	.0148148	.0135397	0	.0690909	.0134228	0	.0242634	.0096931	.0172414	0	.022869	.0112069	.0241935
4	0	1	"htdiag_or_highbp"	0	0	.5436893	.6239067	.2640643	.4797075	.4669193	.7339075	.5705369	.4791998	0	0	0	.6005775	.0595041	.5186794	1	.3851852	0	.7404194	.5990909	.4765101	.4410599	.5277296	.5678514	.5107759	.6789727	.5129938	.4810345	.5322581
4	0	1	"imd_2"	0	0	0	0	.0401837	0	0	0	0	1	.2294521	.1828358	.2494833	.208213	.1917355	.2258905	.2214916	.2172839	.1895551	.1945047	.1972727	.2080537	.2365342	.1577123	.2164782	.2176724	.1958266	.218815	.2448276	.1854839
4	0	1	"imd_3"	0	0	0	0	.0505166	0	1	0	.9250937	0	.2043379	.2350746	.218272	.2127045	.1933884	.2224153	.2067362	.2345679	.2147002	.1952278	.2177273	.1744967	.2102311	.1863085	.2261712	.237069	.1910112	.2099792	.2267241	.2177419
4	0	1	"imd_4"	0	.012605	0	.3401361	.4144661	.4402194	0	.5834089	0	0	.1769406	.1679104	.1560562	.1931344	.1909091	.1711555	.1767442	.1555556	.1895551	.2219812	.1781818	.147651	.1652645	.2365685	.184168	.1724138	.2199037	.1834719	.1689655	.2258064
4	0	1	"imd_5"	0	0	.9963592	.3143829	0	0	0	0	0	0	.1141552	.1940299	.1012815	.1809432	.1975207	.1685491	.1618284	.1234568	.2011605	.2227043	.1772727	.147651	.1288077	.3032929	.1663974	.1400862	.2295345	.1460499	.1362069	.1612903
4	0	1	"no_condition"	.9860583	.1302521	.2253236	.170068	.2525832	.2903108	.3258525	.1776972	.1635456	.3203001	0	.3022388	1	.204684	0	0	0	0	.4313346	0	0	0	.5589401	0	0	0	0	0	0	0
4	0	1	"obese4cat_2"	0	0	0	.9931973	.0309989	0	0	0	.9263421	.1654922	0	0	0	.9884504	.0206612	0	0	.0962963	0	.2863341	.2213636	.2147651	.1470844	.2045061	.1890145	.2025862	.2680578	.2047817	.1663793	.1290323
4	0	1	"obese4cat_3"	0	.2016807	.137945	0	.0401837	.0976234	.0973477	.1092475	0	.0695613	.0011416	0	0	0	.0033058	.1129453	.1242983	.0641975	.8568665	.1395517	.1027273	.0604027	.0580215	.0814558	.095315	.0797414	.1837881	.0852391	.075	.0645161
4	0	1	"obese4cat_4"	0	.0042017	.0938511	0	.021814	.0563071	.0501312	.0543971	0	.0318254	.0091324	.4552239	0	0	.0272727	.0538662	.0678428	.0395062	0	.1258135	.0645455	.0134228	.0247558	.0467938	.0533118	.0474138	.1075441	.0504158	.0525862	.0322581
4	0	1	"organ_transplant"	0	0	.0012136	.0009718	0	.0010969	.0020402	.0018132	.0012484	.0004546	.0022831	.0149254	0	.0009625	0	.0008688	.0016038	0	0	.0014461	.0031818	0	0	.0017331	.0024233	0	.0008026	.0010395	0	.0564516
4	0	1	"other_immunosuppression"	0	.0042017	.0040453	.0034014	.0057405	.0036563	.0014573	.0022665	.0049938	.0040918	.0034247	.0373134	0	.003529	.0066116	.0078193	.0024058	.0049383	.0019342	.0043384	.0022727	.1543624	0	.0095321	.006462	.0043103	.0048154	.0036383	.0025862	0
4	0	1	"other_neuro"	.0139417	.0168067	.013754	.0155491	.0091848	.0182815	.0134072	.0154125	.0162297	.0134121	.0844749	.011194	0	.0150786	.014876	.0147698	.0160385	.0123457	.0096712	.0159074	.0822727	.0201342	0	.0190641	.0161551	.012931	.0152488	.0155925	.0086207	0
4	0	1	"ra_sle_psoriasis"	0	.2647059	.0869741	.0932945	.075775	.0840951	.0813174	.0602901	.0811486	.0734258	0	0	0	.0834135	.0165289	1	0	.0395062	.0077369	.0831526	0	0	0	.0329289	1	.075431	.0168539	.0748441	.0775862	0
4	0	1	"reduced_kidney_function_cat_2"	0	.0336134	.0675566	.0787172	.0482204	.0636197	.0553774	.0580236	.1385768	.0566038	.3047945	.0410448	0	.0798845	.0413223	.0642919	.0638332	.0518519	.0580271	.0947216	.3104545	.0805369	0	.0823224	.0767367	.0625	.0874799	.0582121	.0775862	.0483871
4	0	1	"reduced_kidney_function_cat_3"	0	0	.0028317	.0038873	0	.0018282	.0026231	.0031732	.0012484	.0011366	0	.011194	0	.0016041	.0008264	.0017376	.0033681	.0049383	0	.0057845	.0086364	0	0	.0051993	.0016155	.0043103	.0064205	.0010395	.0017241	.0080645
4	0	1	"smoke_nomiss_2"	0	0	.4271845	.4776482	0	1	.4471	0	.4157303	.4166856	.4315068	.4776119	.3660603	.4533205	.468595	.465682	.4203689	.4222222	.4603482	.4707158	.4390909	.4496644	.3816846	.5563259	.4838449	.4784483	.4622793	.4589397	.4448276	.4516129
4	0	1	"smoke_nomiss_3"	0	0	.256068	.1175899	.8289323	0	.102594	.0684497	.093633	.0804728	.1050228	.108209	.1118231	.105871	.1991736	.178106	.1283079	.1037037	.0870406	.1475054	.1168182	.1610738	.1081133	.3240901	.177706	.0969828	.1565008	.0816008	.0974138	.2096774
4	0	1	"spleen"	0	0	.0032362	.0009718	.0057405	.0010969	.0008744	.0013599	.0012484	.0025006	.0022831	0	0	.0016041	.0016529	.0008688	.002085	.0197531	.0019342	.0028923	.0004545	0	0	.0017331	0	.0064655	.0032103	.0025988	.0017241	.1532258
4	0	1	"stroke_dementia"	0	.0252101	.0331715	.026725	.0229621	.0193784	.0192364	.0172257	.0262172	.018186	.0148402	.1679104	0	.02342	.0264463	.0243267	.025822	.0098765	.0212766	.0390456	.0922727	.0201342	0	.05026	.0234249	.0107759	.0417335	.0197505	.0267241	.016129
4	1	1	"N"	.03815	.1024	.1968	.2076	.1234	.0307	.01085	.03605	.0917	.16235	.05195	.0458	.1978	.3318	.04775	.0535	.0295	.02765	.059	.15525	.1346	.0909	.48205	.08845	.0515	.0069	.02435	.05215	.0333	.0358
4	1	1	"asthmacat_2"	.0262123	.1474609	.1079776	.1042871	.1029173	.1140065	.1198157	.1040222	.0763359	.117955	0	.8646288	0	.1050332	.034555	.1084112	.0016949	.1265823	.1254237	.0872786	0	1	0	.0299604	.1223301	0	0	.012464	.1291291	.0446927
4	1	1	"asthmacat_3"	0	.0151367	.0119411	.0151734	.0186386	.0162866	.0138249	.0332871	.0169029	.0215584	.0673725	.0010917	0	.0158228	.0125654	.0121495	.0101695	.0415913	.029661	.0193237	.0798663	0	0	.0220464	.0165049	.0072464	.0082136	.0278044	.0135135	.0153631
4	1	1	"cancer_exhaem_cat_2"	.0104849	.0083008	.0104167	.0103565	.0089141	.019544	0	.0097087	.0158124	.0101632	.0519731	.0032751	0	.0111513	.0104712	.0168224	.0050847	.0144665	.0127119	.0086957	.0490342	.0088009	0	.0141323	.0165049	.0289855	.0061602	.0105465	0	.0055866
4	1	1	"cancer_exhaem_cat_3"	.0052425	.0297852	.0299797	.0313102	.0397083	.0211726	.0276498	.0138696	.021265	.0280259	.0211742	.1615721	0	.0287824	.0219895	.0261682	.020339	.0198915	.0347458	.0309179	0	.0335534	0	.0288298	.0271845	.0072464	.7741273	.0268456	0	.0335196
4	1	1	"cancer_exhaem_cat_4"	0	.0341797	.0340447	.0392582	.0336305	.02443	.1751152	.038835	.0283533	.0409609	.0182868	.0327511	0	.0420434	.0198953	.028972	.2847458	.034358	.0449153	.031562	0	0	0	.0118711	.0048544	0	0	.0067114	1	.023743
4	1	1	"cancer_haem_cat_2"	0	.0009766	.0010163	.0016859	.0008104	0	.0046083	.001387	.0016358	.0021558	.0048123	.0010917	0	.0015069	.0020942	.0018692	0	.0018083	.0025424	.0009662	.0011144	.0005501	0	.0011306	.0009709	.1086956	0	.0019175	0	.0041899
4	1	1	"cancer_haem_cat_3"	0	.0068359	.0030488	.0038536	.0020259	.0016287	.0046083	.0041609	.0038168	.0027718	.0163619	.0076419	0	.0030139	0	.0009346	.0067797	.005425	.0033898	.0038647	.0044577	.0049505	0	.0033917	0	0	.063655	.0028763	.0045045	.0055866
4	1	1	"cancer_haem_cat_4"	.0104849	.0068359	.0053354	.0052987	.0036467	.0032573	0	.0152566	.0054526	.0067755	.0279115	.0032751	0	.0057263	.0041885	.0065421	.0050847	.0036166	.0135593	.005475	.0037147	.0033003	0	.0096099	.0038835	.3623188	.0123203	.0057526	.018018	.0111732
4	1	1	"chronic_cardiac_disease"	0	.1357422	.1102642	.1105491	.0838736	.8257329	.0322581	.2635229	.1363141	.1296581	.4619827	.0534935	0	.1228149	.0429319	.2691589	.0474576	.2459313	.3779661	.1513688	.5115156	.0946095	0	.2786885	.2553398	0	.0800821	.1447747	.0915916	.2751397
4	1	1	"chronic_liver_disease"	0	.0092773	.007876	.0072254	.0121556	.0276873	.0184332	.0291262	.021265	.012627	.0076997	.010917	0	.0111513	.0115183	.0196262	.0101695	.0705244	.0288136	.0093398	.0115156	.0137514	0	.0197852	.0194175	0	.1683778	.0182167	.015015	.0139665
4	1	1	"chronic_respiratory_disease"	0	.09375	.0691057	.052264	.0486224	.1058632	.0276498	.1165049	.1984733	.0837696	.319538	.0960699	0	.0762508	.0617801	.1009346	.0627119	.1338156	.15	.0679549	.2990342	.1221122	0	.1091012	.1165049	.0507246	.0574949	.0872483	.0915916	.0907821
4	1	1	"diabcat_2"	0	.0883789	.0752033	.0777938	.0664506	0	.046083	.9875174	.004362	.1367416	0	.0371179	0	0	.8094241	0	.0016949	.2712477	1	0	0	.0913091	0	1	0	0	0	.1543624	.0630631	0
4	1	1	"diabcat_3"	0	.0273438	.0490346	.0392582	.0344408	.6384365	.0322581	0	.0501636	.0588235	0	.0141921	0	0	0	.9990654	0	.1754069	0	0	0	0	0	0	1	0	0	0	.036036	.174581
4	1	1	"diabcat_4"	0	.0112305	.0170224	.0156551	.0101297	.009772	.0092166	0	.0278081	.0169387	.0500481	.0120087	0	.0183846	.008377	0	.0101695	.0271248	0	.0257649	.0794948	.0148515	0	0	0	.0652174	.0123203	.0134228	.015015	.0195531
4	1	1	"htdiag_or_highbp"	0	0	.5724086	.5684008	.797812	.7052117	.1382488	.7295423	.5081788	.9190022	0	0	0	1	.53089	.7785047	0	.7992766	.7898305	.6882448	.5828381	.5687569	.5104243	.7365744	.7699029	.5434783	.5400411	.6136146	.6066066	.6773743
4	1	1	"imd_2"	0	0	0	1	0	.0635179	.2718894	.0915395	.0076336	0	.1982676	.2172489	.2348332	.2251356	.2020942	.1766355	.2288136	.1699819	.1720339	.2215781	.2009658	.2145215	.2294368	.1842849	.1834951	.2173913	.2135524	.2243528	.2432432	.198324
4	1	1	"imd_3"	0	0	1	0	0	.0928339	.0046083	.1719834	0	0	.1780558	.2074236	.2128413	.2078059	.1874346	.2158878	.2118644	.2133816	.1991525	.2041868	.1972511	.2139714	.2102479	.2023742	.2048544	.2173913	.1930185	.1840844	.1996997	.2136872
4	1	1	"imd_4"	0	.3251953	0	0	.7504052	.1465798	.0967742	.1983356	.3560523	.0896212	.1934552	.1746725	.1688574	.1776673	.2167539	.211215	.1745763	.238698	.2076271	.1916264	.1998514	.1815182	.1769526	.2001131	.2106796	.2246377	.1704312	.1994247	.1501502	.2081006
4	1	1	"imd_5"	.2673657	.1977539	0	0	0	.2752443	.0276498	.2815534	.4432933	.4351709	.2069297	.1386463	.1190597	.1506932	.1937173	.2392523	.120339	.2188065	.2313559	.1590982	.2020802	.1457646	.1341147	.2170718	.2407767	.1304348	.1478439	.1697028	.1231231	.1815642
4	1	1	"no_condition"	.9252949	.4692383	.2535569	.2639692	.136953	.0228013	0	0	.2546347	.0431167	0	0	1	0	.1371728	0	0	.0506329	0	.194847	0	0	.4895758	0	0	0	0	0	0	0
4	1	1	"obese4cat_2"	0	.1367188	.2037602	.2020713	.0919773	.276873	.0737327	.370319	.1368593	.4434863	0	.1222707	0	0	0	.353271	.0016949	0	.5898305	1	.2135958	.2216722	.1803755	.3289994	.3252427	.1594203	.1971253	.2262704	.1846847	.2527933
4	1	1	"obese4cat_3"	.0065531	.0517578	.0645325	.061657	.089141	.1775244	.0368664	.1054092	.0545256	.0751463	.0327238	.0327511	0	.094786	.4565445	.1878505	.0237288	0	.0288136	0	.0694651	.0726073	.0463645	.1317128	.1631068	.0289855	.0451745	.0671141	.0600601	.1047486
4	1	1	"obese4cat_4"	.0039318	.0151367	.0256606	.0202312	.0397083	.0765472	.0184332	.0554785	.0169029	.0289498	0	.0054585	0	0	0	0	.0016949	.9529837	0	0	.0248886	.0264026	.0133804	.0684002	.0737864	.0072464	.0164271	.033557	.021021	.047486
4	1	1	"organ_transplant"	0	0	.0033028	.0021676	.0036467	.004886	0	.0027739	.0005453	.0033877	0	.0010917	0	.0036166	.0010471	.0037383	0	.0072333	.0059322	.0022544	.0014859	.0027503	0	.0033917	.0009709	.0869565	.0041068	.0038351	.0045045	.0153631
4	1	1	"other_immunosuppression"	.0013106	.0053711	.0063516	.0045761	.0052674	.0081433	.0138249	.0041609	.0059978	.0046196	.0230991	.0043668	0	.005877	.0020942	.0084112	.0101695	.0036166	.0101695	.0025765	.0018574	.0055005	0	.0073488	.0048544	.3333333	.0020534	.0076702	.009009	.0167598
4	1	1	"other_neuro"	.0157274	.0141602	.0111789	.0127649	.0153971	.0130293	.0046083	.0194175	.0109051	.0123191	.0712223	.0174672	0	.0140145	.0031414	.0056075	.0067797	.0072333	.0228814	.010306	.058321	.0159516	0	.0158282	.0048544	.0144928	.0020534	.0182167	.006006	.0195531
4	1	1	"ra_sle_psoriasis"	0	.0654297	.058435	.0525048	.0405186	.0586319	.7926267	.0610264	.0610687	.0757622	.0048123	.0469432	0	.0661543	.0314136	.0859813	.5423729	.0813743	.1033898	.063124	0	.050055	0	.0028265	.0796117	0	0	1	.0600601	.0432961
4	1	1	"reduced_kidney_function_cat_2"	.0065531	.0424805	.0477642	.0467245	.054295	.1286645	.1198157	.0665742	.0272628	.0643671	.0288739	.0262009	0	.0515371	.0324607	.0990654	.2440678	.0994575	.0974576	.0557166	0	.040154	0	.0763143	0	0	0	.0479386	.0690691	1
4	1	1	"reduced_kidney_function_cat_3"	0	.0014648	.004065	.0026493	.0032415	.019544	0	.0097087	.002181	.0061595	.0019249	0	0	.0048222	.0041885	.0158879	0	.0072333	.0110169	.0028986	.0044577	.0027503	0	.0084794	.0174757	.1666667	.0020534	.0028763	.006006	0
4	1	1	"smoke_nomiss_2"	0	.9643555	.4908537	.4918112	.2893031	.2931596	0	0	0	.789344	.4783446	.4683406	.3710819	.4564497	.5235602	.5392523	.4491525	.5877034	.5940678	.5201288	.5048291	.4939494	.4163468	.5652911	.5407767	.4927536	.4969199	.5282838	.518018	.5195531
4	1	1	"smoke_nomiss_3"	0	0	.1252541	.0951349	0	.0895765	.1198157	.4271845	.9880044	0	.238691	.1189956	.1597573	.1657625	.1329843	.1542056	.1847458	.124774	.1618644	.1091787	.230312	.1116612	.1458355	.1520633	.1572815	.115942	.1581109	.168744	.1231231	.1089385
4	1	1	"spleen"	0	.0058594	.0022866	.0026493	.0008104	.004886	0	0	.0027263	.0021558	.0096246	.0043668	0	.0018083	.0020942	.0074766	.0033898	.0018083	.0016949	.0025765	.0022288	.0060506	0	.0005653	.007767	.0072464	.0308008	0	.009009	.0013966
4	1	1	"stroke_dementia"	.0013106	.03125	.0294715	.0342004	.0230956	.0716612	.0138249	.0679612	.0517993	.040037	.0923965	.0229258	0	.0405365	.026178	.0542056	.0237288	.039783	.0889831	.0293076	.1281575	.0313531	0	.0610514	.0553398	.0362319	.026694	.0431448	.0495495	.0530726
4	0	2	"N"	.0297099	.0415938	.0879063	.077071	.1873471	.1006641	.11849	.1347431	.0751486	.1473261	.0522545	.2069207	.0157288	.0859839	.2855645	.0721776	.1293254	.0503321	.055575	.0461377	.0788186	.4529885	.0255156	.1113247	.1606082	.04072	.0487592	.0124082	.0223698	.0464872
4	0	2	"asthmacat_2"	0	.1302521	.1491054	.1882086	.1324627	.1006944	.120944	.1141375	.1488372	.1328588	0	0	0	.1727642	0	1	.1554054	.15625	.1100629	.1590909	0	0	.1232877	1	0	0	.0501792	.9295775	0	0
4	0	2	"asthmacat_3"	.0058824	.0504202	.0357853	.0249433	.0186567	.0225694	.0132743	.0259403	.0395349	.0344009	.1003345	0	.0111111	.0528455	.0305998	0	.0202703	.0347222	.0345912	.0265152	.1485588	0	.0342466	0	.039173	.0386266	.0358423	0	.125	.0263158
4	0	2	"cancer_exhaem_cat_2"	0	.0084034	.0059642	.0022676	.0037313	.0086806	.0073746	.0077821	.0069767	.0083037	.0301003	0	.0111111	0	.0079559	.0096852	.0094595	0	0	.0075758	.0332594	0	.0068493	.0062794	.007617	.0085837	.0035842	.0140845	.0234375	.0075188
4	0	2	"cancer_exhaem_cat_3"	0	.0252101	.0198807	.0204082	.0186567	.0121528	.0162242	.0220493	.0325581	.0118624	.0802676	0	.0444444	.0182927	.0189718	.0217918	.0162162	.0208333	.0125786	.0189394	.1152993	0	.0136986	.0188383	.0174102	.0085837	.0143369	.028169	.046875	.0300752
4	0	2	"cancer_exhaem_cat_4"	.0235294	.0420168	.0417495	.0408163	.0401119	.0503472	.039823	.0622568	.0581395	.0427046	.180602	0	.0333333	.0386179	.0458996	.0532688	.0527027	.0486111	.0534591	.0681818	.2727273	0	.0547945	.0455259	.0489663	.0643777	.0896057	.0422535	.0390625	.0300752
4	0	2	"cancer_haem_cat_2"	0	0	0	0	.0009328	0	.0014749	.001297	.0023256	0	0	0	0	.0020325	.000612	0	.0013514	.0034722	0	0	.0044346	0	0	0	.0010881	0	0	0	0	.0037594
4	0	2	"cancer_haem_cat_3"	0	0	.0059642	.0022676	.0037313	.0017361	.0014749	0	0	.0011862	.0100334	0	0	.0020325	.001836	.0024213	.0027027	0	0	.0037879	0	0	.0342466	.0031397	.0021763	.0042918	0	0	0	.0037594
4	0	2	"cancer_haem_cat_4"	0	0	.0019881	.0022676	.0018657	.0052083	.0014749	.0038911	.0023256	.0035587	.0100334	0	.0111111	.004065	.001836	0	.0054054	0	.0031447	.0037879	.0155211	0	0	0	.0021763	.0042918	.0035842	.0140845	.0078125	.0075188
4	0	2	"chronic_cardiac_disease"	.0058824	.0546218	.0497018	.0362812	.0550373	.0347222	.0457227	.0817121	.055814	.109134	.1137124	0	.1	.097561	.0673195	.0871671	.0837838	.0590278	.0283019	.0719697	.2394678	0	.0890411	.0580848	.0696409	.0600858	.2329749	.1408451	.1015625	.075188
4	0	2	"chronic_liver_disease"	0	.012605	.0198807	.0090703	.005597	.0086806	.0088496	.0116732	.0093023	.0106762	.006689	0	.1	.0081301	.0104039	.0145278	.0108108	.0138889	.0031447	.0189394	0	0	.0273973	.0094192	.0065288	.0300429	.0071685	.0140845	.21875	.0075188
4	0	2	"chronic_respiratory_disease"	0	.1386555	.0357853	.047619	.0345149	.0572917	.0309735	.0298314	.0395349	.0581257	.1638796	0	.0333333	.0487805	.0354957	.0653753	.0405405	.0868056	.0440252	.0833333	0	0	.0753425	.0737834	.0478781	.0815451	.0501792	.0704225	.828125	.0225564
4	0	2	"diabcat_2"	0	.1428571	.1292247	.1655329	.1921642	.1510417	.1489675	.2594034	.2534884	.2479241	0	0	0	.3170732	.2080783	.1428571	.2932432	1	0	.0909091	0	0	0	.2464678	1	0	0	.0985916	.0078125	0
4	0	2	"diabcat_3"	0	.0378151	.055666	.0430839	.0708955	.0625	.0427729	.0907912	.055814	.0937129	.1505017	0	.0666667	.1219512	.0697674	.0823245	.0905405	0	.0691824	.0833333	0	0	0	.0722135	0	.0643777	.9856631	.0985916	0	.1015038
4	0	2	"diabcat_4"	0	.0210084	.0298211	.0181406	.0298507	.0295139	.0265487	.0142672	.0465116	.0355872	0	0	.4888889	.0365854	.0177479	.0242131	.0432432	0	.0503145	.0265152	0	0	.9726027	0	0	0	0	.028169	0	.0451128
4	0	2	"htdiag_or_highbp"	0	.3655462	.4930418	0	.5522388	0	.4941003	.9727626	.644186	.9940688	0	0	.1222222	.7296748	1	.5835351	.9986486	0	0	.5416667	.5676275	.4525463	.5958904	.5682889	.6996735	.5493562	.7275985	.6619718	.4765625	.6278195
4	0	2	"imd_2"	0	0	.5765408	0	0	0	1	0	0	0	.173913	.2103041	.2222222	.1504065	.1682986	.1937046	.122973	.125	.1415094	.1742424	.1574279	.1921296	.1849315	.1836735	.125136	.1802575	.125448	.084507	.1484375	.1428571
4	0	2	"imd_3"	0	.4663866	0	0	1	0	0	0	0	0	.1839465	.222973	.1444445	.2012195	.2135863	.2082324	.2	.2118056	.1698113	.2045455	.1818182	.2098765	.1917808	.2009419	.1980413	.2145923	.2401434	.3098592	.1875	.2105263
4	0	2	"imd_4"	0	.3193277	0	.9410431	0	0	0	.7094682	.6790698	0	.2173913	.1891892	.2	.2073171	.2423501	.2251816	.2554054	.3020833	.2830189	.25	.248337	.2025463	.2054795	.2496075	.2981502	.2317597	.2365591	.2253521	.2890625	.2142857
4	0	2	"imd_5"	0	0	0	0	0	.9965278	0	0	0	.9940688	.2374582	.1967905	.3333333	.3434959	.2313341	.2227603	.3027027	.2604167	.2735849	.2007576	.2461197	.2307099	.2945206	.2307692	.2698585	.1888412	.3154122	.2253521	.28125	.3045113
4	0	2	"no_condition"	.817647	.3151261	.2882704	.4693878	.2602612	.5225694	.300885	.0051881	.1511628	0	0	1	.2222222	.0853659	0	0	0	0	.5440252	0	0	.5474537	0	0	0	0	0	0	0	0
4	0	2	"obese4cat_2"	0	.0588235	.0974155	0	.193097	.1875	.1356932	0	.983721	.2657177	0	0	0	0	0	0	.9986486	.2291667	.9811321	0	.1973393	.1574074	.2876712	.2135008	.2742111	.1373391	.2293907	.2394366	.140625	.2218045
4	0	2	"obese4cat_3"	0	.0588235	.0795229	.0589569	.0848881	.0763889	.0811209	.1335927	0	.14828	0	0	0	1	0	0	0	0	0	.0227273	.0842572	.0536265	.1164384	.1098901	.1360174	.0600858	.1684588	.1549296	.0390625	.1203008
4	0	2	"obese4cat_4"	0	.0294118	.0536779	.031746	.045709	.0451389	.0324484	.0817121	0	.0877817	0	0	.5666667	0	.0881273	.1162228	0	.0520833	0	.0909091	.0554324	.0246914	.0890411	.0659341	.0729053	.0472103	.1039427	.084507	.0546875	.0676692
4	0	2	"organ_transplant"	0	0	.0059642	0	.0009328	0	.0014749	.002594	.0069767	.0023725	0	0	0	.0020325	.002448	0	.0081081	0	0	.0037879	.0066519	0	0	.0015699	.0043526	.0042918	.0071685	0	0	.0037594
4	0	2	"other_immunosuppression"	0	.012605	.0159046	.0181406	.0158582	.0243056	.020649	.0168612	.0232558	.0284698	.0668896	0	.0555556	.0203252	.0171359	.0169492	.0310811	.0173611	.0251572	.0189394	.1197339	0	.0205479	.0251177	.0130577	.0257511	.0107527	.0422535	.0234375	.0413534
4	0	2	"other_neuro"	0	.0252101	.0079523	.0068027	.0083955	.0017361	.0058997	.0064851	.0139535	.0071174	.0033445	0	0	.0060976	.0073439	.0096852	.0081081	.0034722	.0345912	.0227273	.0509978	0	.0136986	.0125589	.0054407	.0128755	.0071685	.0140845	0	0
4	0	2	"ra_sle_psoriasis"	.0941176	.0672269	.0656064	.0748299	.0652985	.0399306	.0560472	.0570687	.0651163	.0688019	0	0	0	.046748	0	0	.0527027	.0694444	.0471698	.9924242	0	0	.0821918	.0879121	.0554951	1	.0250896	0	0	0
